year,city,brand,flavour,sales_quant,price,sales_value
2022,LEEDS,A,GRAPE,1785,3.2,5712
2021,SHEFFIELD,D,ORANGE,1576,2.9,4570.4
2020,BIRMINGHAM,F,GRAPE,1406,3.1,4358.6
2021,MANCHESTER,A,STRAWBERRY,1719,3.1,5328.9
2022,LEICESTER,A,GRAPE,1972,3.1,6113.2
2022,LEEDS,A,APPLE,1407,2.9,4080.3
2022,LEEDS,A,LEMON,1305,3,3915
2020,LIVERPOOL,C,STRAWBERRY,1254,3,3762
2021,LONDON,C,APPLE,1520,2.9,4408
2022,NOTTINGHAM,D,LEMON,1800,2.9,5220
2022,LEEDS,F,GRAPE,1239,3.2,3964.8
2021,NOTTINGHAM,A,STRAWBERRY,1404,3.1,4352.4
2021,LIVERPOOL,F,LEMON,1464,3,4392
2022,LEEDS,F,BERRY,1892,3.1,5865.2
2022,LONDON,B,BERRY,1872,3.1,5803.2
2021,BIRMINGHAM,E,STRAWBERRY,1521,3,4563
2022,BIRMINGHAM,C,LEMON,1457,3.2,4662.4
2020,MANCHESTER,D,ORANGE,1613,3.1,5000.3
2020,LEICESTER,F,BERRY,1379,3,4137
2022,NOTTINGHAM,C,GRAPE,1990,3.2,6368
2022,BIRMINGHAM,B,GRAPE,1266,3.7,4684.2
2022,LEEDS,B,GRAPE,1866,3.2,5971.2
2020,LEEDS,D,GRAPE,1945,3.2,6224
2022,BIRMINGHAM,F,BERRY,1062,2.9,3079.8
2020,MANCHESTER,C,GRAPE,1885,3.2,6032
2022,LEICESTER,E,STRAWBERRY,1829,2.9,5304.1
2022,LEEDS,D,ORANGE,1336,3.2,4275.2
2021,LIVERPOOL,C,LEMON,1614,3,4842
2021,BIRMINGHAM,B,LEMON,1220,3.2,3904
2021,BIRMINGHAM,A,LEMON,1158,2.9,3358.2
2020,MANCHESTER,B,APPLE,1296,3.2,4147.2
2021,BIRMINGHAM,A,GRAPE,1823,3,5469
2021,NEWCASTLE,F,BERRY,1708,2.9,4953.2
2021,LEICESTER,B,GRAPE,1147,2.9,3326.3
2022,LIVERPOOL,E,GRAPE,1330,3,3990
2022,MANCHESTER,F,ORANGE,1195,3.1,3704.5
2020,LIVERPOOL,C,LEMON,1297,3,3891
2022,NEWCASTLE,D,GRAPE,1278,3,3834
2022,NEWCASTLE,D,APPLE,1934,2.9,5608.6
2021,SHEFFIELD,D,GRAPE,1034,3,3102
2021,LEICESTER,B,STRAWBERRY,1991,3.2,6371.2
2022,MANCHESTER,B,STRAWBERRY,1616,3.2,5171.2
2022,LONDON,D,LEMON,1416,2.9,4106.4
2020,NOTTINGHAM,C,APPLE,1680,3.2,5376
2021,LONDON,E,BERRY,1069,3.1,3313.9
2022,SHEFFIELD,F,GRAPE,1363,3,4089
2022,LEEDS,E,STRAWBERRY,1351,3,4053
2021,LIVERPOOL,F,STRAWBERRY,1926,2.9,5585.4
2021,LEEDS,F,ORANGE,1693,3.2,5417.6
2022,LEEDS,E,GRAPE,1927,2.9,5588.3
2022,SHEFFIELD,E,LEMON,1049,3.2,3356.8
2022,NOTTINGHAM,B,ORANGE,1342,3.2,4294.4
2020,MANCHESTER,F,ORANGE,1087,3,3261
2022,LONDON,C,BERRY,1700,3.1,5270
2020,NEWCASTLE,F,LEMON,1434,3.2,4588.8
2022,MANCHESTER,B,STRAWBERRY,1521,3.1,4715.1
2020,LEEDS,D,BERRY,1474,3,4422
2021,LONDON,F,ORANGE,1944,3,5832
2022,SHEFFIELD,C,STRAWBERRY,1674,3.2,5356.8
2021,LONDON,E,BERRY,1079,2.9,3129.1
2021,NEWCASTLE,D,STRAWBERRY,1810,3.2,5792
2022,NOTTINGHAM,A,ORANGE,1644,3,4932
2022,LEICESTER,D,STRAWBERRY,1111,3,3333
2021,NOTTINGHAM,F,LEMON,1621,3.1,5025.1
2020,LEEDS,B,APPLE,1104,2.9,3201.6
2020,LEEDS,C,ORANGE,1573,3.2,5033.6
2021,LONDON,D,ORANGE,1513,3.2,4841.6
2021,LEEDS,B,GRAPE,1828,2.9,5301.2
2020,MANCHESTER,C,LEMON,1998,3,5994
2021,LEICESTER,D,APPLE,1227,3.1,3803.7
2021,NOTTINGHAM,A,BERRY,1167,3,3501
2020,BIRMINGHAM,E,GRAPE,1481,3,4443
2021,SHEFFIELD,A,BERRY,1326,3,3978
2021,MANCHESTER,B,GRAPE,1116,3.1,3459.6
2021,LEEDS,F,ORANGE,1035,3.1,3208.5
2022,NEWCASTLE,F,STRAWBERRY,1978,3.2,6329.6
2020,SHEFFIELD,B,STRAWBERRY,1473,3.1,4566.3
2022,LIVERPOOL,C,GRAPE,1259,2.9,3651.1
2022,BIRMINGHAM,C,STRAWBERRY,1661,3.2,5315.2
2020,NEWCASTLE,B,ORANGE,1829,3.1,5669.9
2022,NEWCASTLE,F,ORANGE,1038,3,3114
2022,MANCHESTER,F,STRAWBERRY,1120,2.9,3248
2022,LIVERPOOL,B,LEMON,1317,3.1,4082.7
2020,NEWCASTLE,E,ORANGE,1206,2.9,3497.4
2021,LONDON,A,LEMON,1668,2.9,4837.2
2020,LIVERPOOL,C,STRAWBERRY,1742,3,5226
2022,MANCHESTER,B,ORANGE,1950,2.9,5655
2020,MANCHESTER,D,APPLE,1033,3.1,3202.3
2022,LONDON,B,BERRY,1206,2.9,3497.4
2021,LIVERPOOL,B,STRAWBERRY,1168,3.1,3620.8
2022,LEICESTER,E,BERRY,1912,3.1,5927.2
2020,LONDON,F,STRAWBERRY,1263,3.1,3915.3
2022,BIRMINGHAM,D,GRAPE,1784,2.9,5173.6
2020,SHEFFIELD,C,BERRY,1061,2.9,3076.9
2021,BIRMINGHAM,F,ORANGE,1983,3.1,6147.3
2020,MANCHESTER,C,STRAWBERRY,1164,3.1,3608.4
2020,LEEDS,A,BERRY,1485,3,4455
2020,LIVERPOOL,D,STRAWBERRY,1821,3.2,5827.2
2021,LIVERPOOL,D,STRAWBERRY,1583,3,4749
2021,SHEFFIELD,F,GRAPE,1997,3.2,6390.4
2020,LEICESTER,D,ORANGE,1240,3.1,3844
2021,SHEFFIELD,E,LEMON,1425,3,4275
2020,NOTTINGHAM,C,BERRY,1141,3.1,3537.1
2022,SHEFFIELD,C,STRAWBERRY,1340,3,4020
2022,LIVERPOOL,D,STRAWBERRY,1917,2.9,5559.3
2022,LEICESTER,A,STRAWBERRY,1460,3.2,4672
2020,LONDON,D,BERRY,1543,3,4629
2020,LONDON,D,GRAPE,1968,3.2,6297.6
2022,LEICESTER,E,GRAPE,1604,3,4812
2021,SHEFFIELD,A,ORANGE,1913,3.1,5930.3
2021,LIVERPOOL,E,BERRY,1585,3.2,5072
2021,SHEFFIELD,C,LEMON,1108,3,3324
2022,MANCHESTER,E,LEMON,1579,3.1,4894.9
2020,LONDON,D,LEMON,1032,3.2,3302.4
2020,LEEDS,C,STRAWBERRY,1289,3.2,4124.8
2021,SHEFFIELD,B,APPLE,1664,2.9,4825.6
2022,NOTTINGHAM,C,STRAWBERRY,1820,2.9,5278
2022,LEICESTER,D,ORANGE,1643,2.9,4764.7
2020,NOTTINGHAM,F,ORANGE,1658,3,4974
2020,LEEDS,F,ORANGE,1190,3.2,3808
2021,MANCHESTER,C,GRAPE,1107,2.9,3210.3
2022,LEICESTER,A,ORANGE,1868,3,5604
2021,NEWCASTLE,D,GRAPE,1331,3.2,4259.2
2021,BIRMINGHAM,D,LEMON,1482,3.2,4742.4
2021,LEEDS,D,ORANGE,1992,3.2,6374.4
2022,NEWCASTLE,E,GRAPE,1408,3.1,4364.8
2021,MANCHESTER,F,STRAWBERRY,1948,3.1,6038.8
2021,LONDON,E,LEMON,1388,3.2,4441.6
2021,NOTTINGHAM,F,ORANGE,1701,3.1,5273.1
2022,MANCHESTER,F,ORANGE,1525,3.2,4880
2021,LONDON,A,ORANGE,1890,3,5670
2020,MANCHESTER,B,ORANGE,1203,3.1,3729.3
2020,LIVERPOOL,B,ORANGE,1070,3.2,3424
2022,LEICESTER,C,APPLE,1749,3,5247
2020,LEEDS,A,APPLE,1646,2.9,4773.4
2021,LIVERPOOL,E,BERRY,1287,2.9,3732.3
2020,SHEFFIELD,B,APPLE,1417,2.9,4109.3
2022,LONDON,C,BERRY,1753,3.1,5434.3
2020,LEICESTER,B,BERRY,1598,3,4794
2022,NOTTINGHAM,D,GRAPE,1646,3.1,5102.6
2020,BIRMINGHAM,E,APPLE,1700,3.1,5270
2021,MANCHESTER,C,APPLE,1320,3.1,4092
2022,LIVERPOOL,C,ORANGE,1342,3,4026
2021,LEEDS,A,GRAPE,1976,3.1,6125.6
2020,SHEFFIELD,A,STRAWBERRY,1692,3.1,5245.2
2020,BIRMINGHAM,A,APPLE,1200,3.2,3840
2022,LEICESTER,B,BERRY,1588,3.1,4922.8
2020,NEWCASTLE,E,STRAWBERRY,1471,3.1,4560.1
2020,LEEDS,F,ORANGE,1187,3.1,3679.7
2022,NOTTINGHAM,E,LEMON,1697,3.2,5430.4
2022,BIRMINGHAM,E,BERRY,1248,2.9,3619.2
2022,LEEDS,B,BERRY,1043,3.2,3337.6
2020,LONDON,D,BERRY,1362,2.9,3949.8
2020,MANCHESTER,D,APPLE,1791,3.1,5552.1
2021,SHEFFIELD,B,ORANGE,1728,3,5184
2021,SHEFFIELD,D,STRAWBERRY,1290,3.2,4128
2020,LEICESTER,F,BERRY,1525,3.1,4727.5
2022,NOTTINGHAM,D,APPLE,1751,3.2,5603.2
2022,LEICESTER,E,STRAWBERRY,1508,3.1,4674.8
2022,NEWCASTLE,F,APPLE,1938,3.2,6201.6
2022,LEICESTER,D,BERRY,1595,2.9,4625.5
2022,SHEFFIELD,E,LEMON,1010,3.2,3232
2021,NEWCASTLE,D,LEMON,1659,3,4977
2020,LIVERPOOL,C,STRAWBERRY,1715,3.1,5316.5
2022,LEICESTER,C,GRAPE,1400,2.9,4060
2020,BIRMINGHAM,D,LEMON,1320,3,3960
2020,LONDON,C,APPLE,1302,3.1,4036.2
2022,LEEDS,A,BERRY,1844,3.1,5716.4
2020,LEICESTER,B,LEMON,1348,2.9,3909.2
2020,LEEDS,D,STRAWBERRY,1765,3.1,5471.5
2020,LEICESTER,D,LEMON,1914,2.9,5550.6
2021,SHEFFIELD,D,ORANGE,1240,3.2,3968
2021,LIVERPOOL,D,APPLE,1401,3.2,4483.2
2020,LIVERPOOL,D,APPLE,1903,3.1,5899.3
2022,LONDON,D,GRAPE,1821,3.1,5645.1
2022,LONDON,A,BERRY,1623,3,4869
2022,MANCHESTER,A,APPLE,1599,3,4797
2021,MANCHESTER,C,LEMON,1243,3,3729
2021,LEICESTER,F,ORANGE,1938,3,5814
2021,LEICESTER,A,GRAPE,1027,3,3081
2021,BIRMINGHAM,C,LEMON,1835,2.9,5321.5
2020,LEEDS,E,BERRY,1340,3,4020
2020,NEWCASTLE,D,ORANGE,1145,2.9,3320.5
2021,SHEFFIELD,D,GRAPE,1369,3.2,4380.8
2020,SHEFFIELD,E,APPLE,1091,3.2,3491.2
2020,LIVERPOOL,F,GRAPE,1724,2.9,4999.6
2020,NEWCASTLE,A,BERRY,1122,3.1,3478.2
2022,BIRMINGHAM,D,STRAWBERRY,1527,2.9,4428.3
2021,LONDON,F,BERRY,1458,3.2,4665.6
2022,SHEFFIELD,B,STRAWBERRY,1324,3.2,4236.8
2022,BIRMINGHAM,B,ORANGE,1735,3.2,5552
2022,MANCHESTER,A,STRAWBERRY,1694,2.9,4912.6
2022,MANCHESTER,D,BERRY,1997,3.2,6390.4
2020,SHEFFIELD,B,STRAWBERRY,1718,3,5154
2022,LIVERPOOL,B,ORANGE,1840,2.9,5336
2020,BIRMINGHAM,B,ORANGE,1134,3.1,3515.4
2020,NOTTINGHAM,C,GRAPE,1725,3.2,5520
2020,LEEDS,A,STRAWBERRY,1674,2.9,4854.6
2022,LONDON,D,LEMON,1993,3.2,6377.6
2020,LIVERPOOL,A,GRAPE,1421,3.1,4405.1
2021,MANCHESTER,A,ORANGE,1809,3,5427
2021,BIRMINGHAM,E,ORANGE,1824,3.1,5654.4
2021,NEWCASTLE,B,LEMON,1894,3,5682
2020,BIRMINGHAM,F,LEMON,1733,3.2,5545.6
2022,LEEDS,C,LEMON,1715,3.2,5488
2020,NOTTINGHAM,F,APPLE,1707,3,5121
2022,SHEFFIELD,A,GRAPE,1884,3.2,6028.8
2020,LEICESTER,A,LEMON,1290,3.1,3999
2021,LONDON,D,LEMON,1971,3,5913
2020,NEWCASTLE,D,BERRY,1375,3,4125
2022,NOTTINGHAM,A,APPLE,1032,3.2,3302.4
2021,LONDON,C,STRAWBERRY,1383,3.2,4425.6
2020,LEICESTER,A,LEMON,1922,2.9,5573.8
2022,SHEFFIELD,D,APPLE,1721,2.9,4990.9
2020,MANCHESTER,F,LEMON,1319,3.2,4220.8
2020,SHEFFIELD,A,ORANGE,1438,3.2,4601.6
2020,MANCHESTER,A,APPLE,1776,3.1,5505.6
2020,MANCHESTER,A,STRAWBERRY,1596,3.2,5107.2
2022,NOTTINGHAM,D,ORANGE,1795,3,5385
2022,MANCHESTER,E,ORANGE,1620,2.9,4698
2020,MANCHESTER,C,GRAPE,1872,3.1,5803.2
2021,LONDON,A,STRAWBERRY,1689,3.1,5235.9
2022,LEICESTER,B,LEMON,1194,2.9,3462.6
2020,LIVERPOOL,E,BERRY,1113,3.2,3561.6
2020,LONDON,C,STRAWBERRY,1617,,5012.7
2021,NEWCASTLE,A,BERRY,1223,3.1,3791.3
2022,LONDON,E,LEMON,1483,2.9,4300.7
2022,LONDON,E,ORANGE,1195,3.2,3824
2022,MANCHESTER,E,APPLE,1201,2.9,3482.9
2020,MANCHESTER,D,LEMON,1005,3,3015
2020,SHEFFIELD,E,BERRY,1702,3.8,6467.6
2020,LEEDS,A,LEMON,1952,3,5856
2020,BIRMINGHAM,B,APPLE,1685,3,5055
2020,LEICESTER,C,BERRY,1721,3,5163
2021,NEWCASTLE,B,APPLE,1170,3.1,3627
2022,LONDON,E,STRAWBERRY,1517,2.9,4399.3
2020,LEICESTER,D,APPLE,1181,3.2,3779.2
2022,MANCHESTER,C,STRAWBERRY,1549,2.9,4492.1
2022,NOTTINGHAM,A,GRAPE,1522,3.1,4718.2
2021,NOTTINGHAM,F,LEMON,1172,3.2,3750.4
2020,LONDON,F,GRAPE,1057,2.9,3065.3
2021,BIRMINGHAM,E,APPLE,1908,2.9,5533.2
2020,LONDON,F,GRAPE,1221,3.2,3907.2
2021,NEWCASTLE,C,GRAPE,1087,3.2,3478.4
2021,LIVERPOOL,E,GRAPE,1860,3.2,5952
2022,NOTTINGHAM,F,LEMON,1999,3,5997
2022,MANCHESTER,B,APPLE,1772,3.1,5493.2
2020,LEEDS,F,APPLE,1681,3,5043
2021,BIRMINGHAM,A,BERRY,1624,2.9,4709.6
2020,BIRMINGHAM,F,APPLE,1799,3.2,5756.8
2020,LIVERPOOL,A,LEMON,1911,3.1,5924.1
2020,LEEDS,C,APPLE,1653,3,4959
2021,BIRMINGHAM,D,BERRY,1936,2.9,5614.4
2020,BIRMINGHAM,F,BERRY,1618,3.8,6148.4
2020,NOTTINGHAM,E,GRAPE,1006,2.9,2917.4
2021,LEEDS,F,BERRY,1914,3.2,6124.8
2020,LEEDS,C,BERRY,1743,3.1,5403.3
2020,NOTTINGHAM,A,ORANGE,1529,2.9,4434.1
2022,LEEDS,D,STRAWBERRY,1425,3,4275
2020,LEEDS,A,GRAPE,1478,3.2,4729.6
2020,LEICESTER,F,STRAWBERRY,1331,2.9,3859.9
2022,BIRMINGHAM,A,BERRY,1066,3,3198
2021,LONDON,A,APPLE,1723,3.1,5341.3
2020,LEEDS,D,BERRY,1352,2.9,3920.8
2021,LEEDS,D,BERRY,1368,3.2,4377.6
2021,LONDON,E,GRAPE,1654,3,4962
2020,LIVERPOOL,E,APPLE,1590,2.9,4611
2021,LEICESTER,A,ORANGE,1260,3.2,4032
2020,LEICESTER,D,STRAWBERRY,1602,2.9,4645.8
2020,LEEDS,E,BERRY,1927,3,5781
2020,LIVERPOOL,D,GRAPE,1398,3.1,4333.8
2020,LEEDS,A,GRAPE,1665,3.2,5328
2020,NEWCASTLE,E,GRAPE,1389,2.9,4028.1
2022,LEICESTER,A,STRAWBERRY,1109,3.1,3437.9
2022,NOTTINGHAM,C,ORANGE,1396,3.1,4327.6
2022,LIVERPOOL,F,APPLE,1009,3.2,3228.8
2021,LEEDS,B,BERRY,1708,3.1,5294.8
2021,LIVERPOOL,B,ORANGE,1287,3.1,3989.7
2020,LEEDS,F,LEMON,1577,3.1,4888.7
2021,MANCHESTER,B,LEMON,1013,2.9,2937.7
2022,BIRMINGHAM,F,BERRY,1225,3.2,3920
2020,BIRMINGHAM,F,APPLE,1501,3.1,4653.1
2021,LIVERPOOL,B,APPLE,1765,3,5295
2022,MANCHESTER,B,STRAWBERRY,1399,2.9,4057.1
2020,LIVERPOOL,E,GRAPE,1153,2.9,3343.7
2021,LEEDS,D,ORANGE,1587,3.1,4919.7
2020,LIVERPOOL,D,ORANGE,1064,3,3192
2021,LIVERPOOL,E,LEMON,1240,2.9,3596
2021,MANCHESTER,F,ORANGE,1838,3.1,5697.8
2021,LEEDS,F,STRAWBERRY,1386,3,4158
2021,NOTTINGHAM,A,BERRY,1332,3.1,4129.2
2020,LEICESTER,C,GRAPE,1535,3.1,4758.5
2022,LEICESTER,A,APPLE,1058,3.1,3279.8
2022,LEEDS,B,APPLE,1377,3,4131
2020,MANCHESTER,F,GRAPE,1320,3.2,4224
2022,LEICESTER,A,GRAPE,1296,3,3888
2021,LEICESTER,F,GRAPE,1223,3.1,3791.3
2022,SHEFFIELD,C,APPLE,1634,3.1,5065.4
2021,LIVERPOOL,F,LEMON,1450,2.9,4205
2021,NOTTINGHAM,D,APPLE,1934,3.1,5995.4
2020,SHEFFIELD,F,APPLE,1746,3.1,5412.6
2022,NOTTINGHAM,D,APPLE,1581,3,4743
2022,LONDON,D,LEMON,1438,3.2,4601.6
2022,MANCHESTER,A,GRAPE,1364,3,4092
2022,LIVERPOOL,A,GRAPE,1760,3,5280
2021,LEEDS,E,GRAPE,1694,3.1,5251.4
2021,LIVERPOOL,B,LEMON,1834,3.2,5868.8
2021,BIRMINGHAM,C,LEMON,1004,3.1,3112.4
2020,SHEFFIELD,B,GRAPE,1642,3.2,5254.4
2021,NOTTINGHAM,C,ORANGE,1787,3.1,5539.7
2021,LEICESTER,A,BERRY,1562,2.9,4529.8
2020,LONDON,C,LEMON,1780,3.1,5518
2021,NOTTINGHAM,A,LEMON,1072,3.2,3430.4
2021,LEICESTER,A,STRAWBERRY,1728,3.2,5529.6
2021,LONDON,E,ORANGE,1818,2.9,5272.2
2021,LONDON,A,BERRY,1826,,5660.6
2020,LEICESTER,D,BERRY,1375,3,4125
2021,NOTTINGHAM,B,LEMON,1694,3.2,5420.8
2022,NOTTINGHAM,B,APPLE,1832,3.2,5862.4
2020,LEICESTER,A,APPLE,1061,3.2,3395.2
2021,LEICESTER,C,ORANGE,1217,2.9,3529.3
2020,LEEDS,E,STRAWBERRY,1631,2.9,4729.9
2022,LEICESTER,E,APPLE,1232,3.1,3819.2
2022,BIRMINGHAM,B,STRAWBERRY,1571,2.9,4555.9
2022,NEWCASTLE,D,ORANGE,1323,2.9,3836.7
2020,NOTTINGHAM,F,LEMON,1326,3,3978
2021,NEWCASTLE,B,STRAWBERRY,1552,2.9,4500.8
2022,LIVERPOOL,A,GRAPE,1730,2.9,5017
2021,MANCHESTER,D,APPLE,1787,2.9,5182.3
2022,LEEDS,B,BERRY,1899,3,5697
2020,LEICESTER,B,ORANGE,1152,3,3456
2020,LEEDS,D,ORANGE,1588,3,4764
2021,NEWCASTLE,A,ORANGE,1809,3.1,5607.9
2020,LIVERPOOL,B,APPLE,1585,3,4755
2022,LEICESTER,F,ORANGE,1918,2.9,5562.2
2022,NOTTINGHAM,C,GRAPE,1013,3,3039
2022,SHEFFIELD,A,ORANGE,1363,2.9,3952.7
2021,NEWCASTLE,B,LEMON,1579,3.2,5052.8
2022,LEICESTER,C,LEMON,1304,2.9,3781.6
2022,LIVERPOOL,D,LEMON,1703,3.2,5449.6
2020,LIVERPOOL,D,ORANGE,1973,3.2,6313.6
2021,MANCHESTER,C,ORANGE,1509,3.1,4677.9
2022,MANCHESTER,B,STRAWBERRY,1081,3.1,3351.1
2020,SHEFFIELD,C,GRAPE,1876,2.9,5440.4
2021,BIRMINGHAM,B,GRAPE,1363,3.1,4225.3
2021,SHEFFIELD,E,GRAPE,1827,3.1,5663.7
2022,LONDON,A,LEMON,1823,2.9,5286.7
2022,NEWCASTLE,E,GRAPE,1347,2.9,3906.3
2021,NEWCASTLE,A,LEMON,1473,3,4419
2022,BIRMINGHAM,E,APPLE,1675,3,5025
2022,LEICESTER,E,BERRY,1920,3,5760
2022,NEWCASTLE,F,ORANGE,1227,2.9,3558.3
2020,NEWCASTLE,E,STRAWBERRY,1444,3.1,4476.4
2021,LEEDS,A,LEMON,1744,3,5232
2020,LONDON,E,ORANGE,1167,2.9,3384.3
2021,LIVERPOOL,F,STRAWBERRY,1254,3.1,3887.4
2021,LONDON,A,APPLE,1257,3.1,3896.7
2020,LEICESTER,A,BERRY,1743,2.9,5054.7
2022,NEWCASTLE,B,ORANGE,1622,3.2,5190.4
2021,SHEFFIELD,E,GRAPE,1421,3.2,4547.2
2020,NEWCASTLE,F,STRAWBERRY,1340,3.1,4154
2022,NOTTINGHAM,B,LEMON,1771,3.2,5667.2
2021,NOTTINGHAM,C,STRAWBERRY,1736,3.1,5381.6
2021,MANCHESTER,B,APPLE,1034,2.9,2998.6
2020,NEWCASTLE,C,APPLE,1704,3.2,5452.8
2020,SHEFFIELD,F,LEMON,1604,2.9,4651.6
2021,LEEDS,D,APPLE,1499,3.1,4646.9
2022,LEICESTER,D,APPLE,1997,3.2,6390.4
2022,SHEFFIELD,B,BERRY,1413,2.9,4097.7
2021,LIVERPOOL,E,GRAPE,1129,2.9,3274.1
2022,NEWCASTLE,A,GRAPE,1276,3.2,4083.2
2020,SHEFFIELD,D,APPLE,1163,3.2,3721.6
2020,BIRMINGHAM,B,BERRY,1100,3,3300
2020,LONDON,C,BERRY,1106,3,3318
2022,LONDON,A,STRAWBERRY,1103,2.9,3198.7
2020,SHEFFIELD,D,STRAWBERRY,1396,3,4188
2022,MANCHESTER,F,LEMON,1931,2.9,5599.9
2022,BIRMINGHAM,B,APPLE,1644,3,4932
2022,LEEDS,A,BERRY,1690,3.2,5408
2022,LEICESTER,B,STRAWBERRY,1997,3,5991
2021,SHEFFIELD,A,ORANGE,1358,2.9,3938.2
2022,NOTTINGHAM,C,LEMON,1717,3.4,5837.8
2022,LIVERPOOL,C,APPLE,1140,3.1,3534
2021,BIRMINGHAM,F,BERRY,1147,3.2,3670.4
2021,NEWCASTLE,A,STRAWBERRY,1807,3.2,5782.4
2022,NEWCASTLE,A,GRAPE,1090,3,3270
2022,NOTTINGHAM,A,ORANGE,1152,3,3456
2021,LONDON,D,STRAWBERRY,1070,3.1,3317
2020,MANCHESTER,B,APPLE,1243,3.2,3977.6
2020,NEWCASTLE,F,APPLE,1595,3.1,4944.5
2021,LIVERPOOL,A,STRAWBERRY,1774,3,5322
2021,LIVERPOOL,C,BERRY,1055,2.9,3059.5
2022,MANCHESTER,B,GRAPE,1912,3,5736
2021,LIVERPOOL,F,GRAPE,1439,2.9,4173.1
2021,LIVERPOOL,F,BERRY,1862,2.9,5399.8
2021,LIVERPOOL,B,ORANGE,1014,2.9,2940.6
2021,LONDON,B,STRAWBERRY,1102,3,3306
2022,LEEDS,E,ORANGE,1420,3,4260
2022,LONDON,D,STRAWBERRY,1210,2.9,3509
2021,LIVERPOOL,A,LEMON,1052,3,3156
2022,BIRMINGHAM,F,GRAPE,1185,3.2,3792
2021,LONDON,E,ORANGE,1380,3.1,4278
2021,LONDON,B,BERRY,1504,3.2,4812.8
2021,LIVERPOOL,C,ORANGE,1975,3.1,6122.5
2022,LEICESTER,C,BERRY,1538,3,4614
2022,SHEFFIELD,F,LEMON,1280,3,3840
2020,LONDON,E,STRAWBERRY,1471,3,4413
2022,NEWCASTLE,D,BERRY,1480,,4292
2020,SHEFFIELD,C,BERRY,1237,3.1,3834.7
2022,MANCHESTER,A,APPLE,1893,2.9,5489.7
2022,NOTTINGHAM,E,BERRY,1609,3.2,5148.8
2020,NEWCASTLE,F,LEMON,1178,3,3534
2022,LIVERPOOL,F,LEMON,1306,2.9,3787.4
2022,BIRMINGHAM,A,STRAWBERRY,1115,2.9,3233.5
2021,NEWCASTLE,F,APPLE,1125,3.1,3487.5
2020,LIVERPOOL,F,GRAPE,1904,3,5712
2020,LONDON,F,GRAPE,1390,3.2,4448
2022,LEICESTER,D,APPLE,1608,3.2,5145.6
2020,LEEDS,A,BERRY,1684,3.2,5388.8
2020,NOTTINGHAM,F,APPLE,1321,2.9,3830.9
2021,NOTTINGHAM,F,APPLE,1603,3.1,4969.3
2021,NOTTINGHAM,F,STRAWBERRY,1870,2.9,5423
2020,BIRMINGHAM,F,STRAWBERRY,1212,3.1,3757.2
2021,SHEFFIELD,A,APPLE,1214,3.1,3763.4
2022,MANCHESTER,E,LEMON,1422,3,4266
2022,LEICESTER,F,BERRY,1421,3.2,4547.2
2021,BIRMINGHAM,B,LEMON,1145,3.2,3664
2021,LEEDS,F,BERRY,1638,3.2,5241.6
2022,LONDON,B,GRAPE,1051,2.9,3047.9
2020,LEEDS,D,GRAPE,1120,3,3360
2020,LIVERPOOL,C,STRAWBERRY,1938,3,5814
2022,LIVERPOOL,C,STRAWBERRY,1342,2.9,3891.8
2021,SHEFFIELD,A,APPLE,1743,3.2,5577.6
2022,BIRMINGHAM,F,ORANGE,1135,2.9,3291.5
2021,BIRMINGHAM,A,LEMON,1483,3,4449
2021,BIRMINGHAM,D,BERRY,1465,3.1,4541.5
2020,LEICESTER,A,APPLE,1499,2.9,4347.1
2022,SHEFFIELD,B,LEMON,1166,3.1,3614.6
2021,LEEDS,C,STRAWBERRY,1419,3,4257
2022,SHEFFIELD,B,GRAPE,1500,3.2,4800
2020,LEEDS,B,LEMON,1714,3.2,5484.8
2020,SHEFFIELD,F,GRAPE,1421,2.9,4120.9
2021,NEWCASTLE,D,APPLE,1144,2.9,3317.6
2022,NOTTINGHAM,E,ORANGE,1186,2.9,3439.4
2022,BIRMINGHAM,E,APPLE,1569,3.2,5020.8
2022,LIVERPOOL,D,LEMON,1270,3.1,3937
2022,NOTTINGHAM,A,GRAPE,1733,3.1,5372.3
2022,MANCHESTER,D,APPLE,1374,3.1,4259.4
2022,BIRMINGHAM,F,ORANGE,1850,3,5550
2022,BIRMINGHAM,E,STRAWBERRY,1924,3.2,6156.8
2021,LEEDS,B,GRAPE,1332,3.2,4262.4
2020,NOTTINGHAM,E,ORANGE,1024,2.9,2969.6
2021,LEICESTER,A,APPLE,1234,2.9,3578.6
2020,NOTTINGHAM,F,BERRY,1936,3.1,6001.6
2020,NEWCASTLE,B,GRAPE,1532,3.2,4902.4
2021,LIVERPOOL,B,BERRY,1913,3.2,6121.6
2021,NOTTINGHAM,E,LEMON,1557,2.9,4515.3
2021,SHEFFIELD,B,ORANGE,1107,3.1,3431.7
2022,LEEDS,E,APPLE,1742,3.1,5400.2
2022,LONDON,F,ORANGE,1730,3.2,5536
2022,NOTTINGHAM,F,GRAPE,1338,2.9,3880.2
2021,BIRMINGHAM,F,LEMON,1876,2.9,5440.4
2020,NOTTINGHAM,C,ORANGE,1340,3,4020
2022,LEEDS,F,BERRY,1407,3,4221
2022,LONDON,F,GRAPE,1177,3,3531
2020,LEICESTER,B,BERRY,1413,3.1,4380.3
2021,LEEDS,C,BERRY,1746,2.9,5063.4
2022,LONDON,D,STRAWBERRY,1791,2.9,5193.9
